title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable landIce.yr.limnsw_tavg-u-hm-is (IyrGre.limnsw),1209,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1209,yr landIce CMIP6,limnsw_tavg-u-hm-is,land_ice_mass_not_displacing_sea_water,"""comment"" was ""The ice sheet mass is computed as the volume above flotation times density. Changes in land_ice_mass_not_displacing_sea_water will always result in a change in sea level, unlike changes in land_ice_mass which may not result in sea level change (such as melting of the floating ice shelves, or portion of ice that sits on bedrock below sea level)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Ice Sheet Mass That Does not Displace Sea Water,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,",kg,CMIP6 CMOR variable,,,,,
Variable landIce.yr.lim_tavg-u-hm-is (IyrGre.lim),1208,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1208,yr landIce CMIP6,lim_tavg-u-hm-is,land_ice_mass,"""comment"" was ""The ice sheet mass is computed as the volume times density"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Ice Sheet Mass,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg,CMIP6 CMOR variable,,,,,
Variable landIce.yr.lifmassbf_tavg-u-hxy-is (IyrGre.lifmassbf),1207,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1207,yr landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xgre ygre time,yr,Land Ice Vertical Front Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.licalvf_tavg-u-hxy-is (IyrGre.licalvf),1206,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1206,yr landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xgre ygre time,yr,Land Ice Calving Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.libmassbfgr_tavg-u-hxy-gis (IyrGre.libmassbfgr),1205,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1205,yr landIce CMIP6,libmassbfgr_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xgre ygre time,yr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.libmassbffl_tavg-u-hxy-fis (IyrGre.libmassbffl),1204,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1204,yr landIce CMIP6,libmassbffl_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xgre ygre time,yr,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: stime: mean where floating_ice_shelf (comment: mask=sftflf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf)time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf) time: mean,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.iareagr_tavg-u-hm-fis (IyrGre.iareagr),1203,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1203,yr landIce CMIP6,iareagr_tavg-u-hm-fis,grounded_ice_sheet_area,"""comment"" was ""Total area of the grounded ice sheets (the component of ice sheet resting over bedrock)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,Greenland,time,yr,Area Covered by Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where grounded_ice_sheet (comment: mask=sfgrlf) time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,",m2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.iareafl_tavg-u-hm-fis (IyrGre.iareafl),1202,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1202,yr landIce CMIP6,iareafl_tavg-u-hm-fis,floating_ice_shelf_area,"""comment"" was ""Total area of the floating ice shelves (the component of ice sheet that flows over ocean)""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",,area: sum where floating_ice_shelf (mask=sftflf) time: mean,Greenland,time,yr,Area Covered by Floating Ice Shelves,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sutime: mean where grounded_ice_sheet (comment: mask=sfgrlf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: sum where floating_ice_shelf (comment: mask=sftflf) time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: sum where floating_ice_shelf (mask=sftflf) time: mean,",m2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.hfgeoubed_tavg-u-hxy-gis (IyrGre.hfgeoubed),1201,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1201,yr landIce CMIP6,hfgeoubed_tavg-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),,xgre ygre time,yr,Geothermal Heat Flux Beneath Land Ice,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sutime: mean where grounded_ice_sheet (comment: mask=sfgrlf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.acabf_tavg-u-hxy-is (IyrGre.acabf),1200,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1200,yr landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,yr,Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.zvelsurf_tavg-u-hxy-is (IyrAnt.zvelsurf),1199,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1199,yr landIce CMIP6,zvelsurf_tavg-u-hxy-is,land_ice_surface_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface called 'surface' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface called ""surface"" means the lower boundary of the atmosphere",xant yant time,yr,Upward Component of Land-Ice Surface Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.zvelbase_tavg-u-hxy-is (IyrAnt.zvelbase),1198,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1198,yr landIce CMIP6,zvelbase_tavg-u-hxy-is,land_ice_basal_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). 'basal' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). ""basal"" means the lower boundary of the atmosphere",xant yant time,yr,Upward Component of Land-Ice Basal Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.yvelsurf_tavg-u-hxy-is (IyrAnt.yvelsurf),1197,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1197,yr landIce CMIP6,yvelsurf_tavg-u-hxy-is,land_ice_surface_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.'"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.'",xant yant time,yr,Y-Component of Land Ice Surface Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.yvelmean_tavg-u-hxy-is (IyrAnt.yvelmean),1196,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1196,yr landIce CMIP6,yvelmean_tavg-u-hxy-is,land_ice_vertical_mean_y_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xant yant time,yr,Y-Component of Land Ice Vertical Mean Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.yvelbase_tavg-u-hxy-is (IyrAnt.yvelbase),1195,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1195,yr landIce CMIP6,yvelbase_tavg-u-hxy-is,land_ice_basal_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xant yant time,yr,Y-Component of Land Ice Basal Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.xvelsurf_tavg-u-hxy-is (IyrAnt.xvelsurf),1194,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1194,yr landIce CMIP6,xvelsurf_tavg-u-hxy-is,land_ice_surface_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.",xant yant time,yr,X-Component of Land Ice Surface Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.xvelmean_tavg-u-hxy-is (IyrAnt.xvelmean),1193,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1193,yr landIce CMIP6,xvelmean_tavg-u-hxy-is,land_ice_vertical_mean_x_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xant yant time,yr,X-Component of Land Ice Vertical Mean Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.xvelbase_tavg-u-hxy-is (IyrAnt.xvelbase),1192,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1192,yr landIce CMIP6,xvelbase_tavg-u-hxy-is,land_ice_basal_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xant yant time,yr,X-Component of Land Ice Basal Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.topg_tavg-u-hxy-gis (IyrAnt.topg),1191,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1191,yr landIce CMIP6,topg_tavg-u-hxy-gis,bedrock_altitude,"""cell_methods"" was ""area: time: mean where ice_sheet""; ; ""comment"" was ""The bedrock topography beneath the land ice"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),This is needed in case bed rock elevation changes in time,xant yant time,yr,Bedrock Altitude,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",m,CMIP6 CMOR variable,,,,,
Variable landIce.yr.tendlicalvf_tavg-u-hm-is (IyrAnt.tendlicalvf),1190,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1190,yr landIce CMIP6,tendlicalvf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_calving,"""comment"" was ""The total calving flux over land ice is a spatial integration of the calving flux"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Total Calving Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.tendlibmassbf_tavg-u-hm-is (IyrAnt.tendlibmassbf),1189,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1189,yr landIce CMIP6,tendlibmassbf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_basal_mass_balance,"""comment"" was ""The total basal mass balance flux over land ice is a spatial integration of the basal mass balance flux"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Total Basal Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.tendacabf_tavg-u-hm-is (IyrAnt.tendacabf),1188,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1188,yr landIce CMIP6,tendacabf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_surface_mass_balance,"""comment"" was ""The total surface mass balance flux over land ice is a spatial integration of the surface mass balance flux"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Total Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.strbasemag_tavg-u-hxy-is (IyrAnt.strbasemag),1187,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1187,yr landIce CMIP6,strbasemag_tavg-u-hxy-is,land_ice_basal_drag,,area: areacellg,area: time: mean where ice_sheet,Magnitude of basal drag at land ice base,xant yant time,yr,Land Ice Basal Drag,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",Pa,CMIP6 CMOR variable,,,,,
Variable landIce.yr.snc_tavg-u-hxy-is (IyrAnt.snc),1186,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1186,yr landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell."";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet  only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,yr,Snow Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
